000905,70.00,70.69,69.81,70.13,25377600
000906,70.06,70.69,69.31,69.44,31480400
000907,70.00,72.06,69.44,70.06,55855600
000908,70.38,70.88,69.19,69.31,28354800
000911,69.13,69.69,68.06,68.81,24247600
000912,68.75,69.31,67.63,68.13,23390600
000913,67.56,68.75,67.19,68.25,20372400
000914,68.69,68.75,65.69,65.81,39251500
000915,65.44,65.63,63.31,64.19,49957600
000918,64.25,64.63,62.19,63.00,34518900
000919,63.63,65.75,63.38,65.00,39655600
000920,64.88,65.00,63.19,64.25,33895700
000921,64.00,65.13,63.56,64.19,24476100
000922,61.13,63.50,61.00,63.25,42238300
000925,63.25,63.50,60.44,61.25,26742100
000926,60.94,65.88,60.44,62.69,77852400
000927,63.44,63.56,59.81,60.63,53077800
000928,60.81,61.88,60.63,61.31,26180200
000929,61.00,61.31,58.63,60.31,37026800
001002,60.50,60.81,58.25,59.13,29281200
001003,59.56,59.81,56.50,56.56,42687000
001004,56.38,56.56,54.50,55.44,68226700
001005,55.50,57.25,55.25,55.38,40549700
001006,55.81,56.75,54.75,55.56,30897000
001009,55.63,55.75,53.00,54.19,29161800
001010,53.94,55.56,53.81,54.56,31033100
001011,54.00,56.94,54.00,55.75,50602900
001012,56.31,56.88,53.81,54.38,45109800
001013,53.88,54.88,52.13,53.75,52260600
001016,53.50,53.81,49.56,50.38,59879500
001017,51.88,52.44,50.25,50.44,40638300
001018,49.63,53.25,48.44,51.75,55268200
001019,58.44,62.19,58.00,61.88,128496600
001020,61.31,66.13,61.13,65.19,80189300
001023,64.63,66.25,60.69,62.13,92585200
001024,62.63,62.94,60.19,61.50,47213700
001025,61.94,63.44,60.44,61.25,83801900
001026,61.00,65.06,60.81,64.44,57413300
001027,64.69,69.19,64.63,67.69,62146200
001030,67.50,70.13,67.38,69.06,55028800
001031,69.00,69.50,68.00,68.88,52237000
001101,68.50,70.06,68.44,69.63,40654700
001102,70.38,70.84,69.63,70.31,38992600
001103,69.25,69.63,68.06,68.25,34355500
001106,68.69,70.13,68.25,69.50,37425700
001107,69.75,71.88,69.50,70.50,52165600
001108,71.13,72.38,68.00,69.44,103074700
001109,68.50,71.31,68.44,70.88,45529300
001110,69.94,70.31,66.81,67.38,46872200
001113,66.69,68.13,64.41,66.44,41682400
001114,68.00,69.81,67.31,68.81,42109300
001115,69.06,70.88,68.69,70.06,30211100
001116,69.44,71.50,68.94,68.94,46064300
001117,69.44,70.00,67.80,69.06,53262800
001120,68.13,68.50,65.56,67.19,40078600
001121,67.38,69.25,67.38,67.75,29743800
001122,66.06,69.50,66.00,68.25,38171600
001124,69.00,70.44,68.50,69.94,17219600
001127,71.44,72.25,70.63,70.69,42653800
001128,69.38,69.75,66.81,67.00,63723100
001129,66.81,67.13,63.25,65.06,49140200
001130,62.00,62.06,57.00,57.38,98600400
001201,58.06,60.63,56.06,56.63,54904900
001204,57.25,59.00,55.19,56.44,40203600
001205,59.19,60.50,58.25,59.88,50867200
001206,60.00,60.06,56.06,56.69,45280400
001207,53.44,54.00,52.25,53.13,72654200
001208,54.63,55.88,53.44,54.44,60469900
001211,55.50,58.75,55.00,58.06,47788100
001212,57.81,60.00,56.75,58.38,31553000
001213,60.50,60.50,56.81,57.25,49180200
001214,57.94,58.73,55.38,55.50,35600700
001215,51.05,52.00,47.75,49.19,58449900
001218,49.00,50.00,47.00,47.81,53593700
001219,47.44,48.00,44.50,44.81,60135900
001220,42.81,44.00,41.38,41.50,74518900
001221,40.75,45.13,40.31,43.44,81586500
001222,44.75,47.13,44.75,46.44,54775900
001226,46.88,48.56,45.88,46.88,33470800
001227,46.13,46.81,45.00,46.44,34501900
001228,45.13,46.25,43.88,44.56,38809600
001229,43.94,45.81,43.00,43.38,49988800
010102,44.13,45.00,42.88,43.38,41206600
010103,43.19,48.88,43.13,47.94,67981100
010104,47.81,50.50,46.88,48.44,56198500
010105,48.50,49.88,47.56,49.13,46707300
010108,48.94,49.75,46.69,48.94,39908800
010109,50.00,52.63,49.75,51.81,57482700
010110,51.00,53.81,50.75,52.88,45115100
010111,53.00,55.75,52.31,55.00,50927400
010112,54.88,55.00,52.50,53.50,36856000
010116,53.38,53.50,51.13,52.56,34231200
010117,53.63,54.88,52.56,52.94,36422100
010118,53.69,56.19,52.63,55.50,54894400
010119,60.00,61.44,58.88,61.00,104674400
010122,60.75,61.00,59.00,60.13,38336500
010123,59.75,60.94,58.94,60.56,35147600
010124,61.00,63.44,60.75,62.94,55227500
010125,62.75,64.00,61.56,61.81,42828700
010126,61.00,64.31,61.00,64.00,46540000
010129,63.56,64.63,63.50,64.50,42491900
010130,64.50,64.75,62.88,63.38,28638400
010131,63.00,63.75,61.00,61.06,40949400
010201,60.81,62.63,60.38,62.38,35896400
010202,62.50,63.38,60.75,60.81,35550000
010205,60.75,62.06,60.25,61.94,25699600
010206,62.06,63.81,61.69,62.56,48221000
010207,62.00,65.06,61.81,64.69,63030900
010208,63.75,64.50,62.00,62.25,44020600
010209,61.31,61.56,58.50,59.13,50287600
010212,58.81,59.44,57.19,58.75,35644700
010213,59.63,61.06,58.13,58.19,38035300
010214,57.63,59.00,56.38,58.38,30864200
010215,59.00,60.19,57.88,58.81,32813900
010216,57.00,58.25,56.13,57.31,33479200
010220,57.38,58.25,55.38,55.88,30365400
010221,55.25,58.06,55.19,56.25,31973600
010222,56.31,56.81,53.88,55.19,50408200
010223,54.44,57.50,54.31,56.75,46310300
010226,57.63,59.94,57.38,59.56,43968400
010227,59.38,61.19,58.67,59.38,49574300
010228,59.56,60.08,58.19,59.00,42304200
010301,58.56,59.50,56.25,59.36,40890800
010302,57.50,58.13,56.44,56.69,39900400
010305,57.25,58.63,56.56,57.44,24691800
010306,58.63,60.00,58.38,59.44,33390900
010307,59.88,61.13,59.31,60.69,29871800
010308,60.31,60.59,58.44,59.25,27313000
010309,57.94,58.19,54.88,56.69,51897200
010312,54.69,55.00,51.63,51.94,57188000
010313,52.19,54.75,52.00,54.19,45517800
010314,52.50,55.25,52.19,54.00,45343100
010315,55.31,56.08,53.50,53.69,35819200
010316,52.50,55.13,52.48,54.56,56424400
010319,54.50,55.50,53.13,54.31,30518200
010320,54.56,56.13,52.63,52.69,45911400
010321,52.25,53.25,49.75,50.06,62494300
010322,50.56,54.06,50.50,54.00,63181600
010323,54.94,57.00,54.38,56.56,49759800
010326,57.13,57.50,55.56,56.06,31559300
010327,56.06,58.56,55.88,58.25,47567800
010328,57.38,57.94,55.38,55.56,39340800
010329,55.38,57.19,54.56,55.38,43492500
010330,55.75,56.19,53.88,54.69,45600800
010402,54.81,56.94,54.63,55.81,37962000
010403,55.31,55.31,52.75,53.38,47093800
010404,53.38,55.00,51.06,51.94,52023300
010405,53.75,57.38,53.50,56.75,56682000
010406,56.38,57.19,55.06,56.19,46311000
010409,56.57,57.42,55.66,57.15,28147800
010410,57.95,60.09,57.78,59.68,54599700
010411,60.65,61.50,59.70,60.04,54939800
010412,59.56,62.31,59.35,62.18,43760000
010416,61.40,61.58,60.12,60.79,32928700
010417,60.52,62.11,60.04,61.48,42574600
010418,63.39,66.31,63.00,65.43,78348200
010419,65.81,69.00,65.75,68.04,79687800
010420,70.30,71.10,68.50,69.00,96459800
010423,68.11,68.47,66.90,68.25,46085600
010424,68.20,69.93,67.14,67.55,44588300
010425,67.57,69.79,67.25,69.69,38372000
010426,70.07,71.00,68.25,69.13,59368800
010427,69.53,69.68,66.21,67.12,60786200
010430,68.53,69.06,67.68,67.75,37184100
010501,67.66,70.30,67.60,70.17,41851400
010502,71.00,71.15,69.35,69.76,46432200
010503,69.25,70.18,68.14,68.53,33136700
010504,68.00,71.05,67.96,70.75,59769200
010507,70.83,72.15,70.70,71.38,54678100
010508,71.75,72.10,70.75,72.06,37542000
010509,71.24,71.30,69.86,70.40,38338300
010510,71.13,71.24,69.96,70.00,32167300
010511,69.96,70.00,68.65,69.40,25564400
010514,69.13,69.20,68.30,68.72,22484000
010515,68.74,69.30,68.00,68.27,30692800
010516,67.70,69.88,67.33,69.16,45946900
010517,69.10,70.14,67.55,68.17,53492400
010518,67.69,69.20,67.25,68.09,45302700
010521,68.05,69.99,67.75,68.79,51745800
010522,69.45,70.35,69.18,70.31,41727800
010523,70.39,71.60,69.51,69.70,46818700
010524,69.94,71.78,69.27,71.72,40390800
010525,71.66,71.90,70.36,70.91,26373800
010529,70.80,71.75,70.05,70.34,35605400
010530,69.56,70.58,68.65,69.19,43250900
010531,69.49,70.38,68.40,69.18,35341300
010601,69.60,70.70,68.70,70.34,28793800
010604,70.55,71.02,69.80,70.78,21868300
010605,70.76,73.08,70.50,72.60,44727100
010606,72.89,73.48,71.55,72.36,40011400
010607,72.12,73.73,72.08,73.68,33480000
010608,73.70,73.75,72.05,73.19,25933500
010611,72.85,72.85,71.51,72.12,23672800
010612,71.02,72.41,70.81,72.08,33357300
010613,72.05,72.30,70.64,70.69,27651200
010614,70.22,70.55,68.40,68.90,35986200
010615,67.51,68.30,66.40,68.02,54177200
010618,67.95,67.96,66.01,66.88,28423400
010619,68.21,68.85,66.85,67.32,31728700
010620,67.14,69.59,67.10,69.41,32054200
010621,69.15,70.55,68.92,69.84,34801900
010622,70.00,70.61,68.58,68.83,25546000
010625,69.10,69.81,67.77,68.85,24607800
010626,67.82,70.21,67.70,70.14,31538500
010627,69.86,71.53,69.36,71.14,34599900
010628,71.55,76.15,70.53,72.74,64487800
010629,72.60,73.41,71.40,73.00,47141900
010702,72.05,73.15,70.15,70.60,36405100
010703,70.30,70.80,69.93,70.47,14018700
010705,70.22,70.72,68.44,68.51,24621300
010706,68.30,68.40,65.67,66.06,33733900
010709,66.20,66.91,65.04,65.69,33238300
010710,65.90,66.25,64.35,64.48,33281300
010711,64.21,66.75,64.20,66.50,36911300
010712,70.70,72.05,70.33,71.60,64039000
010713,71.40,72.00,70.94,71.34,29467300
010716,71.45,72.16,70.15,71.18,27995400
010717,70.66,72.01,70.14,71.82,31620500
010718,70.60,71.50,69.87,70.57,28795400
010719,71.22,73.00,71.22,72.57,38274700
010720,68.03,69.40,67.94,69.18,62101800
010723,69.24,69.24,66.35,67.09,39999700
010724,67.00,67.99,65.70,66.32,33765100
010725,66.26,67.52,65.61,67.48,37032700
010726,67.12,67.32,65.50,66.59,38987000
010727,66.05,66.25,65.05,65.47,32698000
010730,65.65,66.88,65.54,65.80,21098200
010731,66.01,67.39,65.85,66.19,29515800
010801,66.80,66.81,65.76,66.47,27839500
010802,67.21,67.54,66.26,67.45,27099200
010803,67.30,67.36,66.00,66.89,21630200
010806,66.53,67.12,65.68,66.13,13915800
010807,66.04,67.05,65.99,66.35,15673900
010808,66.51,67.24,64.49,64.86,27498200
010809,64.98,65.55,64.30,65.01,22768100
010810,64.77,65.86,62.90,65.52,25878200
010813,65.24,65.99,64.75,65.83,16337700
010814,65.75,66.09,64.45,64.69,18240600
010815,64.71,65.05,63.20,63.20,19751500
010816,62.84,64.71,62.70,64.62,21952800
010817,63.78,64.13,61.50,61.88,26117100
010820,61.66,62.75,61.10,62.70,24185600
010821,62.70,63.20,60.71,60.78,23555900
010822,61.13,61.15,59.08,60.66,39053600
010823,60.67,61.53,59.00,59.12,25906600
010824,59.60,62.28,59.23,62.05,31699500
010827,61.90,63.36,61.57,62.31,22281400
010828,62.34,62.95,60.58,60.74,23711400
010829,61.05,61.30,59.54,60.25,24085000
010830,59.04,59.66,56.52,56.94,48816000
010831,56.85,58.06,56.30,57.05,28950400
010904,57.19,59.08,56.07,56.10,33594600
010905,56.18,58.39,55.39,57.74,44735300
010906,56.56,58.39,55.90,56.02,56178400
010907,56.11,57.36,55.31,55.40,44931900
010910,54.92,57.95,54.70,57.58,42235900
010917,54.02,55.10,52.80,52.91,63751000
